name,vsini,ror,b,ref_link
name,pl_imppar,pl_ratror,st_vsin,https://exoplanetarchive.ipac.caltech.edu/overview/name
TOI-5388.01,,0.05597426,,https://exofop.ipac.caltech.edu/tess/target.php?id=407591297
Kepler-18 b,0.771,0.01656,4.0,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-18%20b
TOI-5616 b,0.34,0.1532,3.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-5616%20b
TOI-5634 A b,0.36,0.177,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-5634%20A%20b
TOI-5720 b,0.14,0.02796,3.4,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-5720%20b
TOI-5726.01,,0.02101,,https://exofop.ipac.caltech.edu/tess/target.php?id=71582156
Wolf 327 b,0.47,0.028,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/Wolf%20327%20b
TOI-5786 b,0.33,0.0576,7.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-5786%20b
TOI-5799 b,0.48,0.0496,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-5799%20b
TOI-6002 b,0.26,0.0622,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6002%20b
TOI-6008 b,0.45,0.03867,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6008%20b
TOI-6016 b,,,8.4,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6016%20b
TOI-6029 b,,0.056,10.4,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6029%20b
TOI-6034 b,0.674,0.2233,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6034%20b
TOI-6086 b,0.608,0.04173,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6086%20b
TOI-6130 b,,,8.4,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6130%20b
TOI-6255 b,0.84,0.0267,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6255%20b
HD 101581 c,0.713,0.0144,2.47,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20101581%20c
HD 101581 b,0.616,0.0139,2.47,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20101581%20b
NGTS-33 b,0.74,0.1146,,https://exoplanetarchive.ipac.caltech.edu/overview/NGTS-33%20b
TOI-6628 b,0.811,0.1,3.13,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6628%20b
TOI-6651 b,0.662,0.02715,4.88,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6651%20b
GJ 806 b,0.3,0.0294,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20806%20b
GJ 806 c,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20806%20c
GJ 341 b,,0.016,2.32,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20341%20b
IRAS 04125+2902 b,0.34,0.0679,7.1,https://exoplanetarchive.ipac.caltech.edu/overview/IRAS%2004125+2902%20b
GJ 238 b,0.202,0.01204,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20238%20b
HD 21520 b,0.478,0.02369,2.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2021520%20b
AT2021ueyL b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/AT2021ueyL%20b
Kepler-18 d,0.767,0.05782,4.0,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-18%20d
Kepler-289 b,0.825,0.0228,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-289%20b
Kepler-289 e,0.68,0.0241,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-289%20e
Kepler-25 b,0.54,0.01916,11.2,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-25%20b
TOI-1467 b,0.48,0.0358,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1467%20b
TOI-1249 b,0.635473,0.03064683,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1249%20b
TOI-2459 b,0.321,0.04,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2459%20b
TOI-251 b,0.607,0.02858,11.5,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-251%20b
GJ 180 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20180%20c
HD 136118 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20136118%20b
HD 153557 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20153557%20b
HD 155918 b,,,0.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20155918%20b
HD 156098 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20156098%20b
GJ 3138 d,,,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%203138%20d
HD 134060 c,,,2.6,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20134060%20c
GJ 433 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20433%20b
GJ 433 d,,,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20433%20d
CoRoT-30 b,0.0,0.114,4.3,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-30%20b
OGLE-2018-BLG-0532L b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/OGLE-2018-BLG-0532L%20b
OGLE-2018-BLG-0383L b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/OGLE-2018-BLG-0383L%20b
KMT-2021-BLG-0322L b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/KMT-2021-BLG-0322L%20b
TOI-1680 b,0.23,0.0638,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1680%20b
HD 5278 b,0.27,0.01874,4.1,https://exoplanetarchive.ipac.caltech.edu/overview/HD%205278%20b
HD 10180 d,,,3.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2010180%20d
HD 102272 b,,,3.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20102272%20b
HD 42618 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2042618%20b
OGLE-2018-BLG-0962L b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/OGLE-2018-BLG-0962L%20b
HD 110014 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20110014%20b
HD 131496 b,,,0.48,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20131496%20b
GJ 3929 b,0.11,0.0156,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%203929%20b
HAT-P-46 b,0.626,0.0942,4.9,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-46%20b
TOI-1347 c,0.73,0.0179,2.9,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1347%20c
K2-215 b,,0.019982,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-215%20b
K2-179 b,,0.029992,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-179%20b
HD 37605 b,,,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2037605%20b
HD 40307 d,,,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2040307%20d
HD 75289 b,,,4.37,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2075289%20b
K2-346 b,0.42,0.0297,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-346%20b
K2-335 b,0.4,0.0151,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-335%20b
K2-344 b,0.41,0.0295,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-344%20b
HD 46375 b,,,0.86,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2046375%20b
HD 7924 c,,,1.35,https://exoplanetarchive.ipac.caltech.edu/overview/HD%207924%20c
G 264-012 c,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/G%20264-012%20c
HD 23127 b,,,3.3,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2023127%20b
HD 233832 b,,,0.8,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20233832%20b
HD 238090 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20238090%20b
HD 30856 b,,,2.85,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2030856%20b
HD 212301 b,,,7.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20212301%20b
HD 196050 b,,,3.3,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20196050%20b
HD 215497 c,,,1.67,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20215497%20c
HD 28254 b,,,2.3,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2028254%20b
TOI-1227 b,0.849,0.1568,16.65,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1227%20b
TOI-500 d,,,1.1,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-500%20d
K2-400 b,0.208,0.0279,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-400%20b
DMPP-3 A b,,,1.97,https://exoplanetarchive.ipac.caltech.edu/overview/DMPP-3%20A%20b
HD 13808 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2013808%20b
HD 4208 b,,,0.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%204208%20b
GJ 876 d,,,0.16,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20876%20d
nu Oct A b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/nu%20Oct%20A%20b
HD 69830 b,,,1.1,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2069830%20b
HD 180053 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20180053%20b
WTS-2 b,0.584,0.1863,2.2,https://exoplanetarchive.ipac.caltech.edu/overview/WTS-2%20b
HAT-P-18 b,0.324,0.1365,0.5,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-18%20b
TOI-4145 A b,0.8,,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-4145%20A%20b
CoRoT-1 b,0.35,0.1388,5.2,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-1%20b
K2-331 c,0.37,0.0235,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-331%20c
GJ 667 C g,,,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20667%20C%20g
HATS-68 b,0.736,0.0725,7.42,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-68%20b
HD 134606 f,,,1.3,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20134606%20f
HATS-17 b,0.432,0.0726,3.73,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-17%20b
K2-358 b,0.35,0.0269,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-358%20b
HD 181342 b,,,1.9,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20181342%20b
HD 181433 b,,,1.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20181433%20b
HD 187123 c,,,2.1,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20187123%20c
K2-407 c,0.259,0.0134,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-407%20c
HD 73526 b,,,1.69,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2073526%20b
K2-354 b,0.24,0.0353,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-354%20b
WASP-183 b,0.916,0.195,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-183%20b
bet Pic b,,,116.41,https://exoplanetarchive.ipac.caltech.edu/overview/bet%20Pic%20b
PDS 70 c,,,17.27,https://exoplanetarchive.ipac.caltech.edu/overview/PDS%2070%20c
2MASS J12073346-3932539 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/2MASS%20J12073346-3932539%20b
HD 202772 A b,0.403,0.06128,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20202772%20A%20b
K2-148 d,,0.0238,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-148%20d
GJ 876 e,,,0.16,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20876%20e
CoRoT-20 b,0.26,0.0842,4.5,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-20%20b
HD 63433 c,0.505286,0.0258209,7.26,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2063433%20c
K2-268 e,0.42,0.0155,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-268%20e
NGTS-25 b,0.113,0.1231,1.96,https://exoplanetarchive.ipac.caltech.edu/overview/NGTS-25%20b
EPIC 201427007 b,,0.0142,,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC%20201427007%20b
TOI-1064 c,0.753,0.03347,2.7,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1064%20c
HD 125612 b,,,2.1,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20125612%20b
K2-111 c,,,1.1,https://exoplanetarchive.ipac.caltech.edu/overview/K2-111%20c
K2-165 c,,0.017725,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-165%20c
HD 205739 b,,,4.48,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20205739%20b
HD 20868 b,,,1.1,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2020868%20b
HD 211810 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20211810%20b
Kepler-1293 b,0.57,0.007118,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1293%20b
Kepler-382 c,0.03,0.016431,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-382%20c
Kepler-364 b,0.68,0.011317,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-364%20b
KIC 9663113 b,0.8727,0.041,,https://exoplanetarchive.ipac.caltech.edu/overview/KIC%209663113%20b
Kepler-104 c,0.77,0.02024,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-104%20c
Kepler-1046 b,0.2384,0.014565,6.1,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1046%20b
Kepler-1385 b,0.1391,0.005875,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1385%20b
Kepler-1304 b,0.884,0.025756,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1304%20b
4 UMa b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/4%20UMa%20b
HD 21411 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2021411%20b
K2-348 b,0.39,0.035,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-348%20b
TOI-561 d,0.36,0.02842,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-561%20d
EPIC 212587672 c,0.43,0.0215,,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC%20212587672%20c
HD 73526 c,,,1.69,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2073526%20c
K2-339 b,0.44,0.0244,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-339%20b
HD 73534 b,,,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2073534%20b
GJ 411 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20411%20b
GJ 687 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20687%20b
GJ 887 b,,,2.5,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20887%20b
HD 64114 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2064114%20b
HD 220842 b,,,3.4,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20220842%20b
HD 221585 b,,,3.7,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20221585%20b
HD 238914 b,,,2.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20238914%20b
HD 73267 c,,,1.65,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2073267%20c
HD 20781 b,,,1.1,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2020781%20b
HD 67087 c,,,9.7,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2067087%20c
HD 65216 c,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2065216%20c
HD 290327 b,,,1.44,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20290327%20b
HD 151450 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20151450%20b
HD 4313 b,,,1.91,https://exoplanetarchive.ipac.caltech.edu/overview/HD%204313%20b
HD 330075 b,,,0.7,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20330075%20b
HD 31253 b,,,3.8,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2031253%20b
HD 31527 b,,,1.9,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2031527%20b
HD 206893 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20206893%20b
COCONUTS-2 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/COCONUTS-2%20b
KELT-20 b,0.503,0.1144,117.4,https://exoplanetarchive.ipac.caltech.edu/overview/KELT-20%20b
HD 158259 b,,,2.9,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20158259%20b
K2-122 b,0.43,0.018,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-122%20b
LP 890-9 c,0.697,,,https://exoplanetarchive.ipac.caltech.edu/overview/LP%20890-9%20c
Kepler-1239 b,0.809,0.016685,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1239%20b
K2-318 b,0.4,,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-318%20b
K2-154 b,0.44,0.0288,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-154%20b
HD 40307 b,,,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2040307%20b
HR 2562 b,,,43.51,https://exoplanetarchive.ipac.caltech.edu/overview/HR%202562%20b
TOI-1744.01,,0.02141,,https://exofop.ipac.caltech.edu/tess/target.php?id=229455001
TOI-1768.01,,0.0287,,https://exofop.ipac.caltech.edu/tess/target.php?id=137906197
TOI-2266 b,0.64,0.058,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2266%20b
TOI-1224 c,0.487,0.065,22.1,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1224%20c
HIP 54597 b,,,0.5,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2054597%20b
K2-249 b,0.41,0.0162,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-249%20b
K2-246 b,0.41,0.0341,2.9,https://exoplanetarchive.ipac.caltech.edu/overview/K2-246%20b
TOI-559 b,0.23,0.09097,4.08,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-559%20b
HD 134606 d,,,1.3,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20134606%20d
HD 12661 b,,,1.3,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2012661%20b
HD 4203 b,,,1.23,https://exoplanetarchive.ipac.caltech.edu/overview/HD%204203%20b
CoRoT-13 b,0.374,0.0909,4.0,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-13%20b
HD 122562 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20122562%20c
HD 49674 b,,,0.42,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2049674%20b
30 Ari B b,,,38.3,https://exoplanetarchive.ipac.caltech.edu/overview/30%20Ari%20B%20b
HD 62509 b,,,2.31,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2062509%20b
HD 208527 b,,,3.6,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20208527%20b
HD 167768 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20167768%20b
rho CrB d,,,0.8,https://exoplanetarchive.ipac.caltech.edu/overview/rho%20CrB%20d
TOI-3362 b,0.27,,20.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-3362%20b
47 UMa c,,,2.8,https://exoplanetarchive.ipac.caltech.edu/overview/47%20UMa%20c
BD-11 4672 b,,,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/BD-11%204672%20b
HATS-44 b,0.862,0.129,0.5,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-44%20b
rho CrB b,,,0.8,https://exoplanetarchive.ipac.caltech.edu/overview/rho%20CrB%20b
HD 110067 f,0.337,0.03026,2.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20110067%20f
HD 110067 g,0.338,0.0303,2.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20110067%20g
2MASS J01033563-5515561 AB b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/2MASS%20J01033563-5515561%20AB%20b
HD 7199 b,,,2.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%207199%20b
KOI-55 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/KOI-55%20c
HD 79498 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2079498%20b
Kepler-1096 b,0.4795,0.017961,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1096%20b
K2-333 b,0.26,0.0461,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-333%20b
K2-350 c,0.45,0.0239,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-350%20c
K2-330 b,0.38,0.0169,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-330%20b
Kepler-1095 b,0.0023,0.012488,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1095%20b
6 Lyn b,,,1.32,https://exoplanetarchive.ipac.caltech.edu/overview/6%20Lyn%20b
HD 77338 b,,,2.33,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2077338%20b
GJ 3021 b,,,5.5,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%203021%20b
GJ 3634 b,,,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%203634%20b
GJ 674 b,,,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20674%20b
HD 37605 c,,,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2037605%20c
HD 142 b,,,10.4,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20142%20b
HD 142 A d,,,10.4,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20142%20A%20d
HD 175167 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20175167%20b
HD 189567 b,,,1.2,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20189567%20b
HD 96700 c,,,1.6,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2096700%20c
K2-49 b,0.62,0.0383,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-49%20b
K2-83 c,,0.0319,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-83%20c
HD 155918 c,,,0.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20155918%20c
HD 190647 b,,,1.83,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20190647%20b
BD+15 2940 b,,,2.3,https://exoplanetarchive.ipac.caltech.edu/overview/BD+15%202940%20b
Kepler-123 b,0.53,0.020998,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-123%20b
HD 200964 c,,,2.28,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20200964%20c
K2-239 b,0.44,0.0259,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-239%20b
HD 206610 b,,,1.77,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20206610%20b
KMT-2021-BLG-1898L b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/KMT-2021-BLG-1898L%20b
8 UMi b,,,3.6,https://exoplanetarchive.ipac.caltech.edu/overview/8%20UMi%20b
K2-206 b,,0.033806,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-206%20b
HD 111232 b,,,1.2,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20111232%20b
K2-231 b,0.55,0.0239,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/K2-231%20b
K2-80 b,,0.021,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-80%20b
K2-407 b,0.309,0.0127,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-407%20b
GJ 1214 b,0.264,0.11589,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%201214%20b
HATS-54 b,0.715,0.0848,2.5,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-54%20b
KMT-2019-BLG-0414L b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/KMT-2019-BLG-0414L%20b
Kepler-276 b,0.85,0.02563,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-276%20b
Kepler-51 b,0.251,0.07414,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-51%20b
Kepler-810 b,0.3034,0.016655,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-810%20b
Kepler-1061 b,0.46,0.017265,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1061%20b
Kepler-1544 b,0.584,0.021983,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1544%20b
Kepler-160 b,0.19,0.01399,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-160%20b
TOI-2274 b,0.78,0.036,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2274%20b
HD 100655 b,,,1.6,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20100655%20b
HD 210277 b,,,1.8,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20210277%20b
HD 21693 b,,,1.6,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2021693%20b
HD 10180 f,,,3.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2010180%20f
HD 10180 g,,,3.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2010180%20g
HD 11506 b,,,5.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2011506%20b
TOI-178 g,0.866,0.0404,1.5,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-178%20g
WASP-79 b,0.556,0.1044,19.1,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-79%20b
WASP-121 b,0.1,0.12355,13.5,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-121%20b
WASP-77 A b,0.109,0.13354,4.0,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-77%20A%20b
Kepler-733 b,0.256,0.029888,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-733%20b
Kepler-1218 b,0.52,0.01156,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1218%20b
Kepler-1222 b,0.173,0.009377,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1222%20b
Kepler-928 b,0.416,0.021127,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-928%20b
